Own BIC,Correspondent,R. Status,R. Restr.,S. Status,S. Restr.,Correspondent Name
MHCBINBB,ISBKDEFX," "," ",Revoked," ",ISBANK AG
MHCBINBB,IXABCNBX,Enabled," ",Enabled," ",BANK OF XI'AN (FORMERLY XI'AN CITY COMMERCIAL BANK)
MHCBINBB,JAMBLYLT,Revoked," "," "," ",JUMHOURIA BANK
MHCBINBB,JKBAJOAM,Rejected," "," "," ",JORDAN KUWAIT BANK
MHCBINBB,JNSHCNBN,Revoked," "," "," ","QILU BANK CO., LTD."
MHCBINBB,JYCBCNSH,Enabled," ",Enabled," ",JIANGSU JIANGYIN RURAL COMMERCIAL BANK
MHCBINBB,JZCBCNBJ,Enabled," ",Enabled," ","BANK OF JINZHOU CO.,LTD."
MHCBINBB,KARBINBB,Enabled," ",Revoked," ",KARNATAKA BANK LTD.
MHCBINBB,KARSDE66,Revoked," ",Deleted," ",SPARKASSE KARLSRUHE
MHCBINBB,KASITHBK,Enabled," ",Enabled," ",KASIKORNBANK PUBLIC COMPANY LIMITED
MHCBINBB,KBZGCH22,Revoked," ",Deleted," ",ZUGER KANTONALBANK
MHCBINBB,KCBLKENX,Enabled," ",Enabled," ",KCB BANK KENYA LIMITED
MHCBINBB,KFHOKWKW,Enabled," "," "," ",KUWAIT FINANCE HOUSE (K.S.C.)
MHCBINBB,KHRCUAUK,Revoked," ",Deleted," ",
MHCBINBB,KHYBPKKA,Enabled," ",Enabled," ","BANK OF KHYBER, THE"
MHCBINBB,KODBKRSE,Enabled," "," "," ","KOREA DEVELOPMENT BANK, THE"
MHCBINBB,KOEXKRSE,Enabled," ",Enabled," ",KEB HANA BANK
MHCBINBB,KOEXVNVX,Enabled," ",Enabled," ","KEB HANA BANK, HANOI BRANCH"
MHCBINBB,KOMBCZPP,Rejected," "," "," ",KOMERCNI BANKA A.S.
MHCBINBB,KREDBE22," "," ",Revoked," ",
MHCBINBB,KREDBE85," "," ",Revoked," ",
MHCBINBB,KREDBEBB," "," ",Revoked," ",KBC BANK NV
MHCBINBB,KRSADE55,Revoked," ",Revoked," ",KREISSPARKASSE SAARLOUIS
MHCBINBB,KRTHTHBK,Enabled," ",Enabled," ",KRUNG THAI BANK PUBLIC COMPANY LIMITED
MHCBINBB,KWHKHKHH,Enabled," ",Enabled," ",CHINA CITIC BANK INTERNATIONAL LIMITED
MHCBINBB,LAFBLYLT,Revoked," ",Deleted," ",LIBYAN FOREIGN BANK
MHCBINBB,LBOTTWTP,Enabled," ",Enabled," ",LAND BANK OF TAIWAN
MHCBINBB,LCHBHKHH,Rejected," ",Revoked," ",CHONG HING BANK LIMITED
MHCBINBB,LIKICY2N," "," ",Revoked," ",
MHCBINBB,LOYDGB2L,Rejected," ",Revoked," ",LLOYDS BANK PLC
MHCBINBB,LUMIILIT,Enabled," ",Enabled," ",BANK LEUMI LE ISRAEL B.M.
MHCBINBB,LWCBCNBJ,Revoked," ",Revoked," ","LAISHANG BANK CO., LTD (FORMERLY LAIWU CITY COMMERCIAL BANK CO., LTD)"
MHCBINBB,MALBMVMV,Enabled," ",Enabled," ",BANK OF MALDIVES PLC.
MHCBINBB,MBBECNBK," "," ",Revoked," ",MALAYAN BANKING BERHAD KUNMING BRANCH
MHCBINBB,MBBECNBS," "," ",Revoked," ",MALAYAN BANKING BERHAD SHENZHEN BRANCH
MHCBINBB,MBBECNSH,Rejected," ",Revoked," ",MAYBANK SHANGHAI
MHCBINBB,MBBEGB2L,Enabled," ",Enabled," ",MALAYAN BANKING BERHAD
MHCBINBB,MBBEIDJA,Enabled," ",Revoked," ",
MHCBINBB,MBBEMY2L," "," ",Revoked," ",MAYBANK INTERNATIONAL LABUAN BRANCH
MHCBINBB,MBBEMYKA,Rejected," ",Revoked," ",MAYBANK INTERNATIONAL (L) LTD.
MHCBINBB,MBBEMYKL,Enabled," ",Enabled," ",MALAYAN BANKING BERHAD (MAYBANK)
MHCBINBB,MBBEPGPM,Enabled," ",Enabled," ",
MHCBINBB,MBBEUS33,Rejected," ",Revoked," ",MALAYAN BANKING BERHAD
MHCBINBB,MBBTTWTP," "," ",Revoked," ",TAIWAN BUSINESS BANK
MHCBINBB,MBLBBDDH,Enabled," ",Enabled," ",MERCANTILE BANK LIMITED
MHCBINBB,MCBLMUMU,Enabled," ",Enabled," ",THE MAURITIUS COMMERCIAL BANK LIMITED
MHCBINBB,MEGAIDJA,Enabled," ",Enabled," ",BANK MEGA PT
MHCBINBB,MELIAEAD,Revoked," ",Rejected," ",
MHCBINBB,MGTCZAJJ," "," ",Revoked,*,"JPMORGAN CHASE BANK, N.A"
MHCBINBB,MHBBVNVX,Enabled," ",Enabled," ",
MHCBINBB,MHBKJPJS,Revoked," ",Deleted," ",
MHCBINBB,MHBKJPJT,Enabled," ",Enabled," ",
MHCBINBB,MHCBAU2S,Enabled," ",Enabled," ","MIZUHO BANK, LTD., SYDNEY BRANCH"
MHCBINBB,MHCBBEBB,Rejected," ",Revoked," ","MIZUHO BANK EUROPE N.V., BRUSSELS BRANCH"
MHCBINBB,MHCBBRSP,Enabled," ",Enabled," ",BANCO MIZUHO DO BRASIL S.A.
MHCBINBB,MHCBCATT,Enabled," ",Enabled," ","MIZUHO BANK, LTD., CANADA BRANCH"
MHCBINBB,MHCBCNBS,Enabled," ",Enabled," ","MIZUHO BANK (CHINA),LTD., SHENZHEN BRANCH"
MHCBINBB,MHCBCNSH,Enabled," ",Enabled," ","MIZUHO BANK (CHINA),LTD."
MHCBINBB,MHCBDEDD,Enabled," ",Enabled," ","MIZUHO BANK, LTD. DUESSELDORF BRANCH"
MHCBINBB,MHCBFRPP,Enabled," ",Enabled," ","MIZUHO BANK, LTD. PARIS BRANCH"
MHCBINBB,MHCBGB2L,Enabled," ",Enabled," ","MIZUHO BANK, LTD. LONDON BRANCH"
MHCBINBB,MHCBHKHH,Enabled," ",Enabled," ","MIZUHO BANK LTD., HONG KONG BRANCH"
MHCBINBB,MHCBINBB,Enabled," ",Enabled," ","MIZUHO BANK LTD., MUMBAI BRANCH"
MHCBINBB,MHCBITMM,Enabled," ",Enabled," ","MIZUHO BANK, LTD. MILAN BRANCH"
MHCBINBB,MHCBJPJT,Enabled," ",Enabled," ","MIZUHO BANK, LTD."
MHCBINBB,MHCBKRSE,Enabled," ",Enabled," ","MIZUHO BANK, LTD., SEOUL BRANCH"
MHCBINBB,MHCBMMMY,Enabled," ",Enabled," ","MIZUHO BANK, LTD (YANGON BRANCH)"
MHCBINBB,MHCBMYKA,Enabled," ",Enabled," ",MIZUHO BANK (MALAYSIA) BERHAD
MHCBINBB,MHCBNL2A,Enabled," ",Enabled," ",MIZUHO BANK EUROPE N.V.
MHCBINBB,MHCBPHMM,Enabled," ",Enabled," ","MIZUHO BANK, LTD., MANILA BRANCH"
MHCBINBB,MHCBSGSG,Enabled," ",Enabled," ","MIZUHO BANK LTD., SINGAPORE BRANCH"
MHCBINBB,MHCBTHBK,Enabled," ",Enabled," ","MIZUHO BANK, LTD., BANGKOK BRANCH"
MHCBINBB,MHCBTWTP,Enabled," ",Enabled," ","MIZUHO BANK, LTD.,TAIPEI BRANCH"
MHCBINBB,MHCBUS33,Enabled," ",Enabled," ","MIZUHO BANK, LTD. NEW YORK BRANCH"
MHCBINBB,MHCBUS6L,Enabled," ",Enabled," ",
MHCBINBB,MHCBVNVX,Enabled," ",Enabled," ","MIZUHO BANK LTD., HANOI BRANCH"
MHCBINBB,MHCCIDJA,Enabled," ",Enabled," ","BANK MIZUHO INDONESIA, PT."
MHCBINBB,MHCCRUMM,Enabled," ",Enabled," ",AO MIZUHO BANK (MOSCOW)
MHCBINBB,MHCCUS33,Enabled," ",Enabled," ",MIZUHO BANK (USA)
MHCBINBB,MHSCHKHH,Enabled," "," "," ",MIZUHO SECURITIES ASIA LIMITED
MHCBINBB,MHSCUS33,Enabled," "," "," ",MIZUHO SECURITIES USA LLC.
MHCBINBB,MHTBLULL,Enabled," ",Enabled," ",MIZUHO TRUST AND BANKING (LUXEMBOURG) S.A.
MHCBINBB,MIDLGB22,Rejected," ",Revoked," ",HSBC BANK PLC
MHCBINBB,MRMDUS33,Enabled," ",Enabled," ","HSBC BANK USA, N.A."
MHCBINBB,MSCBVNVX,Enabled," ",Enabled," ",MILITARY COMMERCIAL JOINT STOCK BANK
MHCBINBB,MTBCSGSG,Rejected," ",Revoked," ",MITSUBISHI UFJ TRUST AND BANKING CORPORATION
MHCBINBB,NACFKRSE,Enabled," "," "," ",NONGHYUP BANK (FORMERLY KNOWN AS NATIONAL AGRICULTURAL COOPERATIVE FEDERATION)
MHCBINBB,NACFUS33,Enabled," ",Enabled," ","NONGHYUP BANK, NEW YORK BRANCH"
MHCBINBB,NAMAVNVX,Revoked," ",Deleted," ",NAM A COMMERCIAL JOINT STOCK BANK
MHCBINBB,NARBNPKA,Enabled," ",Enabled," ",NABIL BANK LIMITED
MHCBINBB,NATAAU33,Enabled," ",Enabled," ",NATIONAL AUSTRALIA BANK LIMITED
MHCBINBB,NATXFRPP,Rejected," "," "," ",NATIXIS
MHCBINBB,NBADAEAA,Enabled," ",Enabled," ",FIRST ABU DHABI BANK PJSC
MHCBINBB,NBDUAEAD," "," ",Enabled," ",
MHCBINBB,NBEGEGCX,Enabled," ",Revoked/Pending Revoke Confirmation," ",NATIONAL BANK OF EGYPT
MHCBINBB,NBETETAA,Revoked," "," "," ",NATIONAL BANK OF ETHIOPIA
MHCBINBB,NBFUAEAF,Enabled," ",Enabled," ",NATIONAL BANK OF FUJAIRAH
MHCBINBB,NBOMOMRX,Revoked," "," "," ",NATIONAL BANK OF OMAN
MHCBINBB,NCBKSAJE,Revoked," "," "," ","NATIONAL COMMERCIAL BANK, THE"
MHCBINBB,NDBSLKLX,Enabled," ",Enabled," ",NATIONAL DEVELOPMENT BANK PLC.
MHCBINBB,NDEADKKK,Enabled," ",Enabled," ","NORDEA DANMARK, FILIAL AF NORDEA BANK ABP, FINLAND"
MHCBINBB,NDEAFIHH,Enabled," ",Enabled," ",NORDEA BANK ABP
MHCBINBB,NDEANOKK,Enabled," ",Enabled," ","NORDEA BANK ABP, FILIAL I NORGE"
MHCBINBB,NEBLNPKA,Enabled," ",Enabled," ",NEPAL BANK LIMITED
MHCBINBB,NGCBCNSH," "," ",Deleted," ",
MHCBINBB,NIBIETAA,Revoked," "," "," ",NIB INTERNATIONAL BANK S.C.
MHCBINBB,NJCBCNBN,Enabled," ",Enabled," ",BANK OF NANJING (FORMERLY NANJING CITY COMMERCIAL BANK)
MHCBINBB,NLCBTZTX,Revoked," "," "," ","NATIONAL BANK OF COMMERCE, THE"
MHCBINBB,NMTBJPJT,Enabled," ",Enabled," ","THE NOMURA TRUST AND BANKING CO., LTD."
MHCBINBB,NORDFRPP,Rejected," ",Revoked," ",CREDIT DU NORD
MHCBINBB,NORPJPJP,Rejected," ",Revoked," ","NORTH PACIFIC BANK, LTD."
MHCBINBB,NOSCHKHH,Rejected," ",Revoked," ","BANK OF NOVA SCOTIA, THE"
MHCBINBB,NRBBBDDH," "," ",Revoked," ",NRB COMMERCIAL BANK LIMITED
MHCBINBB,NTBCLKLX,Enabled," ",Enabled," ",NATIONS TRUST BANK PLC
MHCBINBB,NWBKGB2L,Rejected," ",Revoked," ",NATIONAL WESTMINSTER BANK PLC
MHCBINBB,OCBCCNSH,Rejected," ",Revoked," ",OCBC WING HANG BANK (CHINA) LIMITED (FORMERLY OCBC BANK (CHINA) LIMITED)
MHCBINBB,OCBCHKHH,Rejected," ",Revoked," ","OVERSEA-CHINESE BANKING CORPORATION LIMITED, HONG KONG BRANCH"
MHCBINBB,OCBCSGSG,Rejected/Pending Reject Confirmation," "," "," ",OVERSEA-CHINESE BANKING CORPORATION LIMITED
MHCBINBB,OCBKUS3M,Revoked," "," "," ",OCEAN BANK
MHCBINBB,OGAKJPJT,Enabled," ",Enabled," ","OGAKI KYORITSU BANK,LTD.,THE"
MHCBINBB,OJISJPJT,Rejected," ",Revoked," ","JOHOKU SHINKIN BANK, THE"
MHCBINBB,OKHBHUHB,Enabled," ",Enabled," ",K AND H BANK ZRT.(FORMERLY KERESKEDELMI ES HITELBANK RT)
MHCBINBB,OLBODEH2,Enabled," ",Enabled," ",OLDENBURGISCHE LANDESBANK AG
MHCBINBB,OMABOMRU,Rejected," "," "," ",OMAN ARAB BANK SAOC
MHCBINBB,ORCOVNVX,Enabled," "," "," ",ORIENT COMMERCIAL JOINT STOCK BANK
MHCBINBB,ORINUGKA,Revoked," ",Deleted," ",ORIENT BANK LIMITED
MHCBINBB,OSACJPJS,Enabled," ",Enabled," ","OSAKA CITY SHINKIN BANK, THE"
MHCBINBB,PABKTWTP,Enabled," ",Enabled," ",
MHCBINBB,PABSLKLX,Enabled," ",Enabled," ",PAN ASIA BANKING CORPORATION PLC
MHCBINBB,PCBCCNBJ,Enabled," ",Enabled," ",CHINA CONSTRUCTION BANK CORPORATION
MHCBINBB,PDJBIDJA,Enabled," "," "," ","PT. BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN, TBK"
MHCBINBB,PKOPPLPW,Rejected," ",Revoked," ",BANK POLSKA KASA OPIEKI SA - BANK PEKAO SA
MHCBINBB,PNBKVNVX,Enabled," ",Enabled," ",
MHCBINBB,PNBMJPJT,Enabled," ",Enabled," ",PHILIPPINE NATIONAL BANK TOKYO BRANCH
MHCBINBB,PNBPCNSH,Enabled," ",Enabled," ","WELLS FARGO BANK, NA, SHANGHAI BRANCH"
MHCBINBB,PNBPHKHH,Rejected," ",Revoked," ","WELLS FARGO BANK, N.A., HONG KONG BRANCH"
MHCBINBB,PNBPJPJX,Enabled," ",Enabled," ","WELLS FARGO BANK, N.A., TOKYO BRANCH"
MHCBINBB,PNBPKRSX,Rejected," ",Revoked," ","WELLS FARGO BANK, N.A., SEOUL BRANCH"
MHCBINBB,PNBPSGSG,Enabled," ",Enabled,*,"WELLS FARGO BANK, NA"
MHCBINBB,PNBPTWTP,Rejected," ",Revoked," ","WELLS FARGO BANK, N.A., TAIPEI BRANCH"
MHCBINBB,PNBPUS33,Enabled," ",Enabled," ","WELLS FARGO BANK, N.A."
MHCBINBB,PNBPUS3N,Enabled," ",Enabled," ","WELLS FARGO BANK, N.A."
MHCBINBB,PNCCUS33,Enabled," ",Enabled,*,"PNC BANK, N.A."
MHCBINBB,POMAIT2V,Enabled," ",Enabled," ",
MHCBINBB,PRMSRUMM,Revoked," ",Deleted," ",PROMSVYAZBANK PJSC
MHCBINBB,PRNKGRAA,Enabled," ",Enabled," ",
MHCBINBB,PSBKLKLX,Enabled," ",Enabled," ","PEOPLE'S BANK,HEAD OFFICE"
MHCBINBB,PZHSDE66,Enabled," ",Enabled," ",SPARKASSE PFORZHEIM CALW
MHCBINBB,QCCBCNBQ,Enabled," ",Enabled," ",BANK OF QINGDAO
MHCBINBB,QNBAOMRX,Enabled," ",Enabled," ",QATAR NATIONAL BANK
MHCBINBB,QNBAQAQA,Enabled," "," "," ",QATAR NATIONAL BANK
MHCBINBB,RABONL2U,Rejected," "," "," ",RABOBANK
MHCBINBB,RBBANPKA,Revoked," ",Deleted," ",RASTRIYA BANIJYA BANK
MHCBINBB,RBOSNL2A,Rejected," ",Revoked," ",
MHCBINBB,RBOSUS33,Rejected," ",Revoked," ",
MHCBINBB,RBTTTTPX,Revoked," "," "," ",RBC ROYAL BANK (TRINIDAD AND TOBAGO) LIMITED (FORMERLY RBTT BANK LIMITED)
MHCBINBB,RCBWPLPW,Rejected," ",Revoked," ",BNP PARIBAS BANK POLSKA S.A.
MHCBINBB,RCBZCNSH,Revoked," ",Deleted," ",RURAL COMMERCIAL BANK OF ZHANGJIAGANG
MHCBINBB,RCNHCN22,Revoked," ",Deleted," ",GUANGDONG NANHAI RURAL COMMERCIAL BANK COMPANY LIMITED
MHCBINBB,RENOCH22,Enabled," ",Enabled," ",RENAULT FINANCE S.A.
MHCBINBB,REUCDEMM,Revoked," ",Revoked," ",
MHCBINBB,RIBLSARI,Enabled," "," "," ",RIYAD BANK
MHCBINBB,RIKBJPJT,Enabled," ",Enabled," ","HOKURIKU BANK, LTD.,THE"
MHCBINBB,RLNWATWW,Enabled," ",Enabled," ",RAIFFEISENLANDESBANK NIEDEROESTERREICH-WIEN AG
MHCBINBB,ROYCCAT2,Rejected," "," "," ",ROYAL BANK OF CANADA
MHCBINBB,RZBAATWW,Rejected," "," "," ",RAIFFEISEN BANK INTERNATIONAL AG
MHCBINBB,RZBHHR2X,Rejected," ",Revoked," ",RAIFFEISENBANK AUSTRIA D.D. ZAGREB
MHCBINBB,RZBMRUMM,Enabled," ",Enabled," ",AO RAIFFEISENBANK
MHCBINBB,RZCBCNBD,Enabled," ",Enabled," ",BANK OF RIZHAO
MHCBINBB,RZOOAT2L,Rejected," ",Revoked," ",RAIFFEISENLANDESBANK OBEROESTERREICH AKTIENGESELLSCHAFT
MHCBINBB,RZOODE77," "," ",Revoked," ",RAIFFEISENLANDESBANK OBEROESTERREICH AKTIENGESELLSCHAFT ZWEIGNIEDERLASSUNG SUEDDEUTSCHLAND
MHCBINBB,SABBSARI,Enabled," ",Enabled," ","SAUDI BRITISH BANK, THE"
MHCBINBB,SABCIRTH,Revoked," ",Rejected," ",SAMAN BANK CORPORATION
MHCBINBB,SABKLYLX,Revoked," "," "," ",SAHARA BANK
MHCBINBB,SACLVNVX,Enabled," ",Enabled,*,SAIGON COMMERCIAL BANK
MHCBINBB,SAMBSARI,Enabled," ",Enabled," ",SAMBA FINANCIAL GROUP
MHCBINBB,SBAACY2I,Revoked," ",Deleted," ",BANQUE SBA - INTERNATIONAL BANKING UNIT
MHCBINBB,SBCRDE66,Revoked," ",Deleted," ",KREISSPARKASSE BIBERACH
MHCBINBB,SBICGHAC,Revoked," ",Deleted," ",STANBIC BANK GHANA LIMITED
MHCBINBB,SBICMWMX,Revoked," ",Deleted," ",STANDARD BANK LIMITED-MALAWI
MHCBINBB,SBINCNSH,Enabled," "," "," ",STATE BANK OF INDIA
MHCBINBB,SBINFRPP,Revoked," "," "," ",
MHCBINBB,SBININBB,Enabled," "," "," ",STATE BANK OF INDIA
MHCBINBB,SBINJPJT,Enabled," ",Enabled," ",STATE BANK OF INDIA
MHCBINBB,SBTRINBB,Rejected," ",Revoked," ",
MHCBINBB,SBZAZAJJ,Enabled," ",Enabled," ","STANDARD BANK OF SOUTH AFRICA LIMITED,THE"
MHCBINBB,SCBLAEAD,Enabled," ",Enabled," ",STANDARD CHARTERED BANK
MHCBINBB,SCBLBDDX,Enabled," ",Enabled," ",STANDARD CHARTERED BANK
MHCBINBB,SCBLCNSX,Rejected," "," "," ",STANDARD CHARTERED BANK (CHINA) LIMITED
MHCBINBB,SCBLDEFX," "," ",Pending Accept," ",STANDARD CHARTERED BANK AG
MHCBINBB,SCBLGB2L," "," ",Revoked," ",STANDARD CHARTERED BANK
MHCBINBB,SCBLGHAC,Rejected," "," "," ",STANDARD CHARTERED BANK GHANA LIMITED
MHCBINBB,SCBLHKHH,Enabled," ",Enabled," ",STANDARD CHARTERED BANK (HONG KONG) LIMITED
MHCBINBB,SCBLINBB,Enabled," ",Enabled," ",STANDARD CHARTERED BANK
MHCBINBB,SCBLLKLX," "," ",Enabled," ",STANDARD CHARTERED BANK
